timestamp,pos_cov_x,pos_cov_y,pos_cov_z,ori_cov_r,ori_cov_p,ori_cov_y
1763444616.082578,100000000.0,100000000.0,100000000.0,0.01,0.01,9.869604401089356
1763444616.1826138,100000000.0,100000000.0,100000000.0,0.01,0.01,9.869604401089356
1763444616.3824706,100000000.0,100000000.0,100000000.0,0.01,0.01,9.869604401089356
1763444616.482541,100000000.0,100000000.0,100000000.0,0.01,0.01,9.869604401089356
1763444616.6825845,100000000.0,100000000.0,100000000.0,0.01,0.01,9.869604401089356
1763444616.7826247,100000000.0,100000000.0,100000000.0,0.01,0.01,9.869604401089356
1763444616.9825044,100000000.0,100000000.0,100000000.0,0.01,0.01,9.869604401089356
1763444617.082609,99937432.08505635,100028350.4390671,99937432.10327771,0.010754685192213568,0.01550997447057921,9.863342765828111
1763444617.282581,99937432.08505635,100028350.4390671,99937432.10327771,0.010754685192213568,0.01550997447057921,9.863342765828111
1763444617.4825845,99937432.08505635,100028350.4390671,99937432.10327771,0.010754685192213568,0.01550997447057921,9.863342765828111
1763444617.682522,99937432.08505635,100028350.4390671,99937432.10327771,0.010754685192213568,0.01550997447057921,9.863342765828111
1763444617.7825499,99937432.08505635,100028350.4390671,99937432.10327771,0.010754685192213568,0.01550997447057921,9.863342765828111
1763444617.88258,99937432.08505635,100028350.4390671,99937432.10327771,0.010754685192213568,0.01550997447057921,9.863342765828111
1763444617.9826684,99937432.08505635,100028350.4390671,99937432.10327771,0.010754685192213568,0.01550997447057921,9.863342765828111
1763444618.182493,99955602.53199607,100046553.95043801,99991963.24128105,0.010006922557256355,0.012932319071734737,9.866671176849326
1763444618.282577,99955602.53199607,100046553.95043801,99991963.24128105,0.010006922557256355,0.012932319071734737,9.866671176849326
1763444618.3825974,99955602.53199607,100046553.95043801,99991963.24128105,0.010006922557256355,0.012932319071734737,9.866671176849326
1763444618.5825095,99955602.53199607,100046553.95043801,99991963.24128105,0.010006922557256355,0.012932319071734737,9.866671176849326
1763444618.6825156,99955602.53199607,100046553.95043801,99991963.24128105,0.010006922557256355,0.012932319071734737,9.866671176849326
