time,x,y,z
1.763444633674999952e+09,5.334200282146469262e-04,2.925160667065425954e-05,1.208607839208835749e-04
1.763444633775000095e+09,4.838890853456111001e-04,-1.031895481870664369e-04,1.233017364440240670e-04
1.763444633875000000e+09,4.465481570028455739e-04,-1.564755213967273563e-05,1.869734274272049040e-05
1.763444633974999905e+09,3.970172141338096936e-04,-7.140088346778932340e-05,8.531729298064019262e-05
1.763444634075000048e+09,3.101457474494855580e-04,-3.961236677557972190e-05,4.733302639558152364e-05
1.763444634174999952e+09,3.101457474494855580e-04,-3.961236677557972190e-05,4.733302639558152364e-05
1.763444634275000095e+09,3.101457474494855580e-04,-3.961236677557972190e-05,4.733302639558152364e-05
1.763444634375000000e+09,3.101457474494855580e-04,-3.961236677557972190e-05,4.733302639558152364e-05
1.763444634474999905e+09,3.101457474494855580e-04,-3.961236677557972190e-05,4.733302639558152364e-05
1.763444634575000048e+09,3.101457474494855580e-04,-3.961236677557972190e-05,4.733302639558152364e-05
1.763444634674999952e+09,3.101457474494855580e-04,-3.961236677557972190e-05,4.733302639558152364e-05
1.763444634775000095e+09,3.101457474494855580e-04,-3.961236677557972190e-05,4.733302639558152364e-05
1.763444634875000000e+09,3.101457474494855580e-04,-3.961236677557972190e-05,4.733302639558152364e-05
1.763444634974999905e+09,3.101457474494855580e-04,-3.961236677557972190e-05,4.733302639558152364e-05
1.763444635075000048e+09,3.101457474494855580e-04,-3.961236677557972190e-05,4.733302639558152364e-05
1.763444635174999952e+09,3.596766903185213840e-04,1.614096455253685909e-05,-1.928692384233817857e-05
1.763444635275000095e+09,4.465481570028455739e-04,-9.233573277538972672e-05,-4.548195382931335073e-05
1.763444635375000000e+09,4.465481570028455739e-04,-9.233573277538972672e-05,-4.548195382931335073e-05
1.763444635474999905e+09,4.465481570028455739e-04,-9.233573277538972672e-05,-4.548195382931335073e-05
1.763444635575000048e+09,4.465481570028455739e-04,-9.233573277538972672e-05,-4.548195382931335073e-05
1.763444635674999952e+09,4.465481570028455739e-04,-9.233573277538972672e-05,-4.548195382931335073e-05
1.763444635775000095e+09,3.970172141338096936e-04,-2.247768876331104231e-04,-4.304100130617284506e-05
1.763444635875000000e+09,3.970172141338096936e-04,-2.247768876331104231e-04,-4.304100130617284506e-05
1.763444635974999905e+09,3.970172141338096936e-04,-2.247768876331104231e-04,-4.304100130617284506e-05
1.763444636075000048e+09,3.970172141338096936e-04,-2.247768876331104231e-04,-4.304100130617284506e-05
1.763444636174999952e+09,3.970172141338096936e-04,-2.247768876331104231e-04,-4.304100130617284506e-05
1.763444636275000095e+09,4.465481570028455739e-04,-1.690235563049938489e-04,-1.096609515440925473e-04
1.763444636375000000e+09,3.970172141338096936e-04,-2.247768876331104231e-04,-4.304100130617284506e-05
1.763444636474999905e+09,3.970172141338096936e-04,-2.247768876331104231e-04,-4.304100130617284506e-05
1.763444636575000048e+09,4.838890853456111001e-04,-2.565655523523875095e-04,-5.056557842788970709e-06
1.763444636674999952e+09,4.838890853456111001e-04,-2.565655523523875095e-04,-5.056557842788970709e-06
1.763444636775000095e+09,4.838890853456111001e-04,-2.565655523523875095e-04,-5.056557842788970709e-06
1.763444636875000000e+09,4.838890853456111001e-04,-2.565655523523875095e-04,-5.056557842788970709e-06
1.763444636974999905e+09,4.838890853456111001e-04,-2.565655523523875095e-04,-5.056557842788970709e-06
1.763444637075000048e+09,4.838890853456111001e-04,-2.565655523523875095e-04,-5.056557842788970709e-06
1.763444637174999952e+09,4.838890853456111001e-04,-2.565655523523875095e-04,-5.056557842788970709e-06
1.763444637275000095e+09,4.838890853456111001e-04,-2.565655523523875095e-04,-5.056557842788970709e-06
1.763444637375000000e+09,4.838890853456111001e-04,-2.565655523523875095e-04,-5.056557842788970709e-06
1.763444637474999905e+09,4.838890853456111001e-04,-2.565655523523875095e-04,-5.056557842788970709e-06
1.763444637575000048e+09,4.838890853456111001e-04,-2.565655523523875095e-04,-5.056557842788970709e-06
1.763444637674999952e+09,4.343581424765752741e-04,-3.890070643162211019e-04,-2.615904176903082520e-06
1.763444637775000095e+09,4.343581424765752741e-04,-3.890070643162211019e-04,-2.615904176903082520e-06
1.763444637875000000e+09,4.343581424765752741e-04,-3.890070643162211019e-04,-2.615904176903082520e-06
1.763444637974999905e+09,5.707605520299353441e-04,-3.650422496803141224e-04,-3.125158782976410221e-05
1.763444638075000048e+09,5.707605520299353441e-04,-3.650422496803141224e-04,-3.125158782976410221e-05
1.763444638174999952e+09,5.707605520299353441e-04,-3.650422496803141224e-04,-3.125158782976410221e-05
1.763444638275000095e+09,5.707605520299353441e-04,-3.650422496803141224e-04,-3.125158782976410221e-05
1.763444638375000000e+09,5.707605520299353441e-04,-3.650422496803141224e-04,-3.125158782976410221e-05
1.763444638474999905e+09,5.212296091608994639e-04,-3.441074003727136784e-04,9.954765898018941403e-05
1.763444638575000048e+09,5.212296091608994639e-04,-3.441074003727136784e-04,9.954765898018941403e-05
1.763444638674999952e+09,5.212296091608994639e-04,-3.441074003727136784e-04,9.954765898018941403e-05
1.763444638775000095e+09,5.212296091608994639e-04,-4.207955810084306695e-04,3.536836240815560001e-05
1.763444638875000000e+09,5.212296091608994639e-04,-4.207955810084306695e-04,3.536836240815560001e-05
1.763444638974999905e+09,5.212296091608994639e-04,-3.441074003727136784e-04,9.954765898018941403e-05
1.763444639075000048e+09,5.212296091608994639e-04,-3.441074003727136784e-04,9.954765898018941403e-05
1.763444639174999952e+09,5.212296091608994639e-04,-3.441074003727136784e-04,9.954765898018941403e-05
1.763444639275000095e+09,5.707605520299353441e-04,-2.883540690445971313e-04,3.292770874226971182e-05
1.763444639375000000e+09,5.707605520299353441e-04,-2.883540690445971313e-04,3.292770874226971182e-05
1.763444639474999905e+09,5.707605520299353441e-04,-2.883540690445971313e-04,3.292770874226971182e-05
1.763444639575000048e+09,5.707605520299353441e-04,-2.883540690445971313e-04,3.292770874226971182e-05
1.763444639674999952e+09,5.707605520299353441e-04,-2.883540690445971313e-04,3.292770874226971182e-05
1.763444639775000095e+09,5.707605520299353441e-04,-2.883540690445971313e-04,3.292770874226971182e-05
1.763444639875000000e+09,6.202914948989711160e-04,-1.559129141868764484e-04,3.048675621912920615e-05
1.763444639974999905e+09,6.202914948989711160e-04,-1.559129141868764484e-04,3.048675621912920615e-05
1.763444640075000048e+09,5.829509710836828064e-04,-6.837106616655025241e-05,-7.411746060384915148e-05
1.763444640174999952e+09,5.829509710836828064e-04,-6.837106616655025241e-05,-7.411746060384915148e-05
1.763444640275000095e+09,5.829509710836828064e-04,-6.837106616655025241e-05,-7.411746060384915148e-05
1.763444640375000000e+09,5.829509710836828064e-04,-6.837106616655025241e-05,-7.411746060384915148e-05
1.763444640474999905e+09,5.829509710836828064e-04,-6.837106616655025241e-05,-7.411746060384915148e-05
1.763444640575000048e+09,5.829509710836828064e-04,-6.837106616655025241e-05,-7.411746060384915148e-05
1.763444640674999952e+09,6.324819139527186867e-04,-1.261773483843367820e-05,-1.407374108417688808e-04
1.763444640775000095e+09,6.324819139527186867e-04,-1.261773483843367820e-05,-1.407374108417688808e-04
1.763444640875000000e+09,6.324819139527186867e-04,-1.261773483843367820e-05,-1.407374108417688808e-04
1.763444640974999905e+09,5.951414469035889911e-04,1.516129610889198180e-04,-1.811631284187283422e-04
1.763444641075000048e+09,5.951414469035889911e-04,1.516129610889198180e-04,-1.811631284187283422e-04
1.763444641174999952e+09,6.446723897726248714e-04,2.073662924170364193e-04,-2.477830786566480445e-04
1.763444641275000095e+09,6.446723897726248714e-04,2.073662924170364193e-04,-2.477830786566480445e-04
1.763444641375000000e+09,6.446723897726248714e-04,2.073662924170364193e-04,-2.477830786566480445e-04
1.763444641474999905e+09,6.942033326416607517e-04,3.398074472747570750e-04,-2.502240311797885230e-04
1.763444641575000048e+09,6.942033326416607517e-04,3.398074472747570750e-04,-2.502240311797885230e-04
1.763444641674999952e+09,6.942033326416607517e-04,3.398074472747570750e-04,-2.502240311797885230e-04
1.763444641775000095e+09,6.446723897726248714e-04,2.840541159466405279e-04,-1.836040809418688750e-04
1.763444641875000000e+09,7.315442609844263321e-04,2.522654512273634145e-04,-1.456196374784850007e-04
1.763444641974999905e+09,8.184157276687504135e-04,1.437891110055497111e-04,-1.718143686082055147e-04
1.763444642075000048e+09,9.052871943530747118e-04,1.120005943133401164e-04,-1.338301020231468593e-04
1.763444642174999952e+09,9.052871943530747118e-04,1.120005943133401164e-04,-1.338301020231468593e-04
1.763444642275000095e+09,9.921590655648760641e-04,8.021192959406303006e-05,-9.584565855976298491e-05
1.763444642375000000e+09,9.921590655648760641e-04,8.021192959406303006e-05,-9.584565855976298491e-05
1.763444642474999905e+09,9.921590655648760641e-04,8.021192959406303006e-05,-9.584565855976298491e-05
1.763444642575000048e+09,9.921590655648760641e-04,8.021192959406303006e-05,-9.584565855976298491e-05
1.763444642674999952e+09,1.079030532249200145e-03,4.842341290185340824e-05,-5.786139197470430238e-05
1.763444642775000095e+09,1.079030532249200145e-03,4.842341290185340824e-05,-5.786139197470430238e-05
1.763444642875000000e+09,9.921590655648760641e-04,8.021192959406303006e-05,-9.584565855976298491e-05
1.763444642974999905e+09,9.921590655648760641e-04,8.021192959406303006e-05,-9.584565855976298491e-05
1.763444643075000048e+09,9.052871943530747118e-04,1.886884178429442250e-04,-6.965110430836766271e-05
1.763444643174999952e+09,8.679466705377864022e-04,2.762302658632704482e-04,-1.742553211313459932e-04
1.763444643275000095e+09,8.679466705377864022e-04,2.762302658632704482e-04,-1.742553211313459932e-04
1.763444643375000000e+09,8.679466705377864022e-04,2.762302658632704482e-04,-1.742553211313459932e-04
1.763444643474999905e+09,8.679466705377864022e-04,2.762302658632704482e-04,-1.742553211313459932e-04
1.763444643575000048e+09,8.679466705377864022e-04,2.762302658632704482e-04,-1.742553211313459932e-04
1.763444643674999952e+09,8.679466705377864022e-04,2.762302658632704482e-04,-1.742553211313459932e-04
1.763444643775000095e+09,9.548181372221104836e-04,2.444417491710608264e-04,-1.362710545462873378e-04
1.763444643875000000e+09,9.548181372221104836e-04,2.444417491710608264e-04,-1.362710545462873378e-04
1.763444643974999905e+09,9.548181372221104836e-04,2.444417491710608264e-04,-1.362710545462873378e-04
1.763444644075000048e+09,8.679466705377864022e-04,2.762302658632704482e-04,-1.742553211313459932e-04
1.763444644174999952e+09,9.548181372221104836e-04,2.444417491710608264e-04,-1.362710545462873378e-04
1.763444644275000095e+09,9.548181372221104836e-04,2.444417491710608264e-04,-1.362710545462873378e-04
1.763444644375000000e+09,9.548181372221104836e-04,2.444417491710608264e-04,-1.362710545462873378e-04
1.763444644474999905e+09,9.548181372221104836e-04,2.444417491710608264e-04,-1.362710545462873378e-04
1.763444644575000048e+09,8.679466705377864022e-04,3.529180893928745297e-04,-1.100763234165667425e-04
