relative_time_s,latency_ms
2.797507023811340332e+01,-4.800796508789062500e+00
2.807507038116455078e+01,-4.221677780151367188e+00
2.817507028579711914e+01,-3.607273101806640625e+00
2.827507042884826660e+01,-2.887487411499023438e+00
2.837507033348083496e+01,-2.300500869750976562e+00
2.847507023811340332e+01,-1.630783081054687500e+00
2.857507038116455078e+01,1.542806625366210938e+00
2.867507028579711914e+01,-7.203340530395507812e+00
2.877507042884826660e+01,-6.328344345092773438e+00
2.887507033348083496e+01,-5.519628524780273438e+00
2.897507023811340332e+01,-4.535436630249023438e+00
2.907507038116455078e+01,-3.931522369384765625e+00
2.917507028579711914e+01,-1.498699188232421875e+00
2.927507042884826660e+01,-8.466243743896484375e-01
2.937507033348083496e+01,-9.775161743164062500e-02
2.947507023811340332e+01,-9.146213531494140625e+00
2.957507038116455078e+01,-7.872343063354492188e+00
2.967507028579711914e+01,-7.219791412353515625e+00
2.977507042884826660e+01,-6.474494934082031250e+00
2.987507033348083496e+01,-5.822658538818359375e+00
2.997507023811340332e+01,-4.204750061035156250e+00
3.007507038116455078e+01,-3.619670867919921875e+00
3.017507028579711914e+01,-2.413749694824218750e+00
3.027507042884826660e+01,-1.672029495239257812e+00
3.037507033348083496e+01,-5.776882171630859375e-01
3.047507023811340332e+01,-1.002788543701171875e+01
3.057507038116455078e+01,-7.759809494018554688e+00
3.067507028579711914e+01,-7.215261459350585938e+00
3.077507042884826660e+01,-6.530046463012695312e+00
3.087507033348083496e+01,-5.930185317993164062e+00
3.097507023811340332e+01,-4.305362701416015625e+00
3.107507038116455078e+01,-3.662586212158203125e+00
3.117507028579711914e+01,-2.979040145874023438e+00
3.127507042884826660e+01,-2.312421798706054688e+00
3.137507033348083496e+01,-1.431941986083984375e+00
3.147507023811340332e+01,-7.400512695312500000e-01
3.157507038116455078e+01,-1.009583473205566406e+01
3.167507028579711914e+01,-9.523153305053710938e+00
3.177507042884826660e+01,-8.919477462768554688e+00
3.187507033348083496e+01,-8.324384689331054688e+00
3.197507023811340332e+01,-7.695913314819335938e+00
3.207507038116455078e+01,-6.810426712036132812e+00
3.217507028579711914e+01,-6.024360656738281250e+00
3.227507042884826660e+01,-4.600763320922851562e+00
3.237507033348083496e+01,-3.077030181884765625e+00
3.247507023811340332e+01,-2.404451370239257812e+00
3.257507038116455078e+01,-1.694679260253906250e+00
3.267507028579711914e+01,-6.999969482421875000e-01
3.277507042884826660e+01,4.410743713378906250e-02
3.287507033348083496e+01,-9.335517883300781250e+00
3.297507023811340332e+01,-7.402896881103515625e+00
3.307507038116455078e+01,-6.565332412719726562e+00
3.317507028579711914e+01,-5.859613418579101562e+00
3.327507042884826660e+01,-5.050420761108398438e+00
3.337507033348083496e+01,-3.382682800292968750e+00
3.347507023811340332e+01,-2.696275711059570312e+00
3.357507038116455078e+01,-2.034664154052734375e+00
3.367507028579711914e+01,-9.212493896484375000e+00
3.377507042884826660e+01,-8.505821228027343750e+00
3.387507033348083496e+01,-7.879495620727539062e+00
3.397507023811340332e+01,-7.202863693237304688e+00
3.407507038116455078e+01,-6.477832794189453125e+00
3.417507028579711914e+01,-5.775451660156250000e+00
3.427507042884826660e+01,-4.825115203857421875e+00
3.437507033348083496e+01,-4.352569580078125000e+00
3.447507023811340332e+01,-3.741502761840820312e+00
3.457507038116455078e+01,-3.077268600463867188e+00
3.467507028579711914e+01,-2.405643463134765625e+00
3.477507042884826660e+01,-1.735687255859375000e-01
3.487507033348083496e+01,-9.284257888793945312e+00
3.497507023811340332e+01,-8.593559265136718750e+00
3.507507038116455078e+01,-7.947206497192382812e+00
3.517507028579711914e+01,-6.423473358154296875e+00
3.527507042884826660e+01,-4.515171051025390625e+00
3.537507033348083496e+01,-3.982305526733398438e+00
3.547507023811340332e+01,-3.375530242919921875e+00
3.557507038116455078e+01,-2.566814422607421875e+00
3.567507028579711914e+01,-1.900196075439453125e+00
3.577507042884826660e+01,-1.044034957885742188e+00
3.587507033348083496e+01,-1.807212829589843750e-01
3.597507023811340332e+01,-9.679794311523437500e+00
3.607507038116455078e+01,-9.091138839721679688e+00
3.617507028579711914e+01,-8.213996887207031250e+00
3.627507042884826660e+01,-7.595539093017578125e+00
3.637507033348083496e+01,-6.964921951293945312e+00
3.647507023811340332e+01,-6.337165832519531250e+00
3.657507038116455078e+01,-4.816532135009765625e+00
3.667507028579711914e+01,-3.531217575073242188e+00
3.677507042884826660e+01,-2.835512161254882812e+00
3.687507033348083496e+01,-2.219438552856445312e+00
3.697507023811340332e+01,-1.445531845092773438e+00
3.707507038116455078e+01,-7.042884826660156250e-01
3.717507028579711914e+01,-1.005744934082031250e+01
3.727507042884826660e+01,-9.477138519287109375e+00
3.737507033348083496e+01,1.206636428833007812e+00
3.747507023811340332e+01,-8.296251296997070312e+00
3.757507038116455078e+01,-7.663249969482421875e+00
3.767507028579711914e+01,-7.087945938110351562e+00
3.777507042884826660e+01,-6.484746932983398438e+00
3.787507033348083496e+01,-5.894899368286132812e+00
3.797507023811340332e+01,-5.267858505249023438e+00
3.807507038116455078e+01,-4.628896713256835938e+00
3.817507028579711914e+01,-4.045963287353515625e+00
3.827507042884826660e+01,-3.416299819946289062e+00
3.837507033348083496e+01,-2.793073654174804688e+00
3.847507023811340332e+01,-2.119779586791992188e+00
3.857507038116455078e+01,-1.453399658203125000e+00
3.867507028579711914e+01,-8.013248443603515625e-01
3.877507042884826660e+01,-1.023674011230468750e+01
3.887507033348083496e+01,-9.561777114868164062e+00
3.897507023811340332e+01,-8.738517761230468750e+00
3.907507038116455078e+01,-7.808446884155273438e+00
3.917507028579711914e+01,-7.239103317260742188e+00
3.927507042884826660e+01,-6.598472595214843750e+00
3.937507033348083496e+01,-5.743026733398437500e+00
3.947507023811340332e+01,-5.153179168701171875e+00
3.957507038116455078e+01,-4.123687744140625000e+00
3.967507028579711914e+01,-3.513574600219726562e+00
3.977507042884826660e+01,-2.791404724121093750e+00
3.987507033348083496e+01,-2.218961715698242188e+00
3.997507023811340332e+01,-1.290082931518554688e+00
4.007507038116455078e+01,-9.292602539062500000e+00
4.017507028579711914e+01,-8.694648742675781250e+00
4.027507042884826660e+01,-8.051395416259765625e+00
4.037507033348083496e+01,2.589464187622070312e+00
4.047507023811340332e+01,-6.879806518554687500e+00
4.057507038116455078e+01,-6.257772445678710938e+00
4.067507028579711914e+01,-5.709886550903320312e+00
4.077507042884826660e+01,5.562782287597656250e+00
4.087507033348083496e+01,-3.940343856811523438e+00
4.097507023811340332e+01,-3.295421600341796875e+00
4.107507038116455078e+01,-2.689599990844726562e+00
4.117507028579711914e+01,-1.972675323486328125e+00
4.127507042884826660e+01,-1.106023788452148438e+00
4.137507033348083496e+01,-7.767915725708007812e+00
4.147507023811340332e+01,-7.215023040771484375e+00
4.157507038116455078e+01,-6.640911102294921875e+00
4.167507028579711914e+01,-5.895614624023437500e+00
4.177507042884826660e+01,-5.142927169799804688e+00
4.187507033348083496e+01,-4.626035690307617188e+00
4.197507023811340332e+01,-4.043102264404296875e+00
4.207507038116455078e+01,-3.438472747802734375e+00
4.217507028579711914e+01,-2.742528915405273438e+00
4.227507042884826660e+01,-2.056360244750976562e+00
4.237507033348083496e+01,-1.402854919433593750e+00
4.247507023811340332e+01,-5.624294281005859375e-01
4.257507038116455078e+01,1.697540283203125000e-01
4.267507028579711914e+01,-9.308576583862304688e+00
4.277507042884826660e+01,-8.626222610473632812e+00
4.287507033348083496e+01,-7.731437683105468750e+00
4.297507023811340332e+01,-6.967306137084960938e+00
4.307507038116455078e+01,-6.373882293701171875e+00
4.317507028579711914e+01,-5.661964416503906250e+00
4.327507042884826660e+01,-5.061626434326171875e+00
4.337507033348083496e+01,-4.385709762573242188e+00
4.347507023811340332e+01,-3.786563873291015625e+00
4.357507038116455078e+01,-3.207445144653320312e+00
4.367507028579711914e+01,-2.519369125366210938e+00
4.377507042884826660e+01,-1.876354217529296875e+00
4.387507033348083496e+01,-1.074552536010742188e+00
4.397507023811340332e+01,-1.052904129028320312e+01
4.407507038116455078e+01,-9.906291961669921875e+00
4.417507028579711914e+01,-8.673906326293945312e+00
4.427507042884826660e+01,-8.028507232666015625e+00
4.437507033348083496e+01,-7.422924041748046875e+00
4.447507023811340332e+01,-6.843566894531250000e+00
4.457507038116455078e+01,-1.292467117309570312e+00
4.467507028579711914e+01,-3.013610839843750000e-01
4.477507042884826660e+01,-9.676456451416015625e+00
4.487507033348083496e+01,-9.068012237548828125e+00
4.497507023811340332e+01,-8.457183837890625000e+00
4.507507038116455078e+01,-7.621765136718750000e+00
4.517507028579711914e+01,-6.864547729492187500e+00
4.527507042884826660e+01,-6.127834320068359375e+00
4.537507033348083496e+01,-5.504846572875976562e+00
4.547507023811340332e+01,-4.860639572143554688e+00
4.557507038116455078e+01,-4.057884216308593750e+00
4.567507028579711914e+01,-3.489255905151367188e+00
4.577507042884826660e+01,-2.949237823486328125e+00
4.587507033348083496e+01,-2.301931381225585938e+00
4.597507023811340332e+01,-1.516342163085937500e+00
4.607507038116455078e+01,-7.765293121337890625e-01
4.617507028579711914e+01,-7.250070571899414062e+00
4.627507042884826660e+01,-5.719900131225585938e+00
4.637507033348083496e+01,-4.514455795288085938e+00
4.647507023811340332e+01,-3.883123397827148438e+00
4.657507038116455078e+01,-3.278017044067382812e+00
4.667507028579711914e+01,-2.722978591918945312e+00
4.677507042884826660e+01,-2.118110656738281250e+00
4.687507033348083496e+01,-1.429080963134765625e+00
4.697507023811340332e+01,-6.523132324218750000e-01
4.707507038116455078e+01,2.455711364746093750e-02
4.717507028579711914e+01,-9.447813034057617188e+00
4.727507042884826660e+01,1.209020614624023438e+00
4.737507033348083496e+01,-7.857084274291992188e+00
4.747507023811340332e+01,-6.325721740722656250e+00
4.757507038116455078e+01,-5.480527877807617188e+00
4.767507028579711914e+01,-4.901170730590820312e+00
4.777507042884826660e+01,-4.187107086181640625e+00
4.787507033348083496e+01,-3.592967987060546875e+00
4.797507023811340332e+01,-1.848936080932617188e+00
4.807507038116455078e+01,-1.230716705322265625e+00
4.817507028579711914e+01,-1.061940193176269531e+01
4.827507042884826660e+01,-9.998559951782226562e+00
4.837507033348083496e+01,-9.350776672363281250e+00
4.847507023811340332e+01,-8.723974227905273438e+00
4.857507038116455078e+01,-8.125305175781250000e+00
4.867507028579711914e+01,-7.086515426635742188e+00
4.877507042884826660e+01,-6.370306015014648438e+00
4.887507033348083496e+01,-5.615472793579101562e+00
4.897507023811340332e+01,-4.992008209228515625e+00
4.907507038116455078e+01,-4.346609115600585938e+00
4.917507028579711914e+01,-3.538370132446289062e+00
4.927507042884826660e+01,-2.966403961181640625e+00
4.937507033348083496e+01,-2.307176589965820312e+00
4.947507023811340332e+01,-1.669168472290039062e+00
4.957507038116455078e+01,-1.060009002685546875e+00
4.967507028579711914e+01,-4.565715789794921875e-01
4.977507042884826660e+01,-9.749412536621093750e+00
4.987507033348083496e+01,8.673667907714843750e-01
4.997507023811340332e+01,-8.359670639038085938e+00
5.007507038116455078e+01,-7.685422897338867188e+00
5.017507028579711914e+01,-7.078886032104492188e+00
5.027507042884826660e+01,-6.416082382202148438e+00
5.037507033348083496e+01,-5.668878555297851562e+00
5.047507023811340332e+01,-4.633426666259765625e+00
5.057507038116455078e+01,-3.994941711425781250e+00
5.067507028579711914e+01,-3.372430801391601562e+00
5.077507042884826660e+01,-2.615213394165039062e+00
5.087507033348083496e+01,-1.920938491821289062e+00
5.097507023811340332e+01,-1.183032989501953125e+00
5.107507038116455078e+01,-1.058030128479003906e+01
5.117507028579711914e+01,-9.981870651245117188e+00
5.127507042884826660e+01,-8.029937744140625000e+00
5.137507033348083496e+01,2.751350402832031250e+00
5.147507023811340332e+01,-6.331682205200195312e+00
5.157507038116455078e+01,-5.590915679931640625e+00
5.167507028579711914e+01,-4.615783691406250000e+00
5.177507042884826660e+01,-2.878189086914062500e+00
5.187507033348083496e+01,-2.124309539794921875e+00
5.197507023811340332e+01,-1.368761062622070312e+00
5.207507038116455078e+01,-6.361007690429687500e-01
5.217507028579711914e+01,4.601478576660156250e-02
5.227507042884826660e+01,-9.446620941162109375e+00
5.237507033348083496e+01,-8.855581283569335938e+00
5.247507023811340332e+01,-8.219957351684570312e+00
5.257507038116455078e+01,-7.519006729125976562e+00
5.267507028579711914e+01,-6.918907165527343750e+00
5.277507042884826660e+01,-6.135940551757812500e+00
5.287507033348083496e+01,-5.468130111694335938e+00
5.297507023811340332e+01,-4.693746566772460938e+00
5.307507038116455078e+01,-4.110336303710937500e+00
5.317507028579711914e+01,-3.519535064697265625e+00
5.327507042884826660e+01,-2.811431884765625000e+00
5.337507033348083496e+01,-2.068519592285156250e+00
5.347507023811340332e+01,-1.304149627685546875e+00
5.357507038116455078e+01,-6.265640258789062500e-01
5.367507028579711914e+01,1.080036163330078125e+00
5.377507042884826660e+01,-8.367061614990234375e+00
5.387507033348083496e+01,-7.706642150878906250e+00
5.397507023811340332e+01,-7.035493850708007812e+00
5.407507038116455078e+01,-6.462812423706054688e+00
5.417507028579711914e+01,-5.916595458984375000e+00
5.427507042884826660e+01,-4.386425018310546875e+00
5.437507033348083496e+01,-3.822565078735351562e+00
5.447507023811340332e+01,-3.216981887817382812e+00
5.457507038116455078e+01,-2.509832382202148438e+00
5.467507028579711914e+01,-1.960754394531250000e+00
5.477507042884826660e+01,-1.361846923828125000e+00
5.487507033348083496e+01,-6.377696990966796875e-01
5.497507023811340332e+01,-6.270408630371093750e-02
5.507507038116455078e+01,5.271434783935546875e-01
5.517507028579711914e+01,-6.295204162597656250e+00
5.527507042884826660e+01,-5.619764328002929688e+00
5.537507033348083496e+01,-4.998683929443359375e+00
5.547507023811340332e+01,-3.302097320556640625e+00
5.557507038116455078e+01,-2.688646316528320312e+00
5.567507028579711914e+01,-1.961469650268554688e+00
5.577507042884826660e+01,-1.032114028930664062e+00
5.587507033348083496e+01,-1.033043861389160156e+01
