t_rel,t,speed,yaw_target_deg,yaw_lidar_current_deg,err_current_deg,yaw_lidar_calib_deg,err_calib_deg
314.199201,1766377315.605602,0.591394,-22.362592,-63.415824,-41.053232,-22.521308,-0.158716
314.299038,1766377315.705439,0.787215,-26.109930,-67.054285,-40.944356,-26.159770,-0.049840
314.401841,1766377315.808242,0.702288,-30.392569,-71.288490,-40.895921,-30.393974,-0.001405
314.500326,1766377315.906727,0.660313,-33.756673,-74.748588,-40.991915,-33.854072,-0.097400
314.599192,1766377316.005593,0.704136,-36.569850,-77.668934,-41.099084,-36.774418,-0.204568
314.699080,1766377316.105480,0.638482,-36.960358,-78.136754,-41.176396,-37.242238,-0.281880
314.800810,1766377316.207211,0.669342,-36.534082,-77.771182,-41.237099,-36.876666,-0.342584
314.899918,1766377316.306318,0.814515,-36.976141,-78.118789,-41.142649,-37.224274,-0.248133
315.007506,1766377316.413907,0.614657,-38.219169,-79.511377,-41.292208,-38.616861,-0.397693
315.098966,1766377316.505367,0.505920,-38.973237,-80.253684,-41.280448,-39.359169,-0.385932
317.299340,1766377318.705741,0.599504,-46.663279,-87.931097,-41.267818,-47.036581,-0.373302
317.399100,1766377318.805500,0.692024,-46.954332,-88.097523,-41.143191,-47.203007,-0.248676
317.500184,1766377318.906585,0.739958,-47.320806,-88.420146,-41.099340,-47.525630,-0.204824
317.599069,1766377319.005470,0.635884,-47.743421,-89.012006,-41.268585,-48.117490,-0.374069
317.701734,1766377319.108135,0.582201,-47.149147,-88.405677,-41.256530,-47.511162,-0.362015
317.799193,1766377319.205593,0.639418,-47.213037,-88.458218,-41.245180,-47.563702,-0.350664
317.900054,1766377319.306454,0.791736,-47.819202,-89.030050,-41.210847,-48.135534,-0.316332
317.999251,1766377319.405651,0.796398,-48.446579,-89.542924,-41.096346,-48.648409,-0.201830
318.102742,1766377319.509142,0.706296,-49.137400,-90.243065,-41.105665,-49.348550,-0.211149
318.199740,1766377319.606141,0.717557,-48.896078,-90.161122,-41.265044,-49.266606,-0.370528
318.299290,1766377319.705691,0.585928,-47.798560,-89.011779,-41.213220,-48.117264,-0.318704
318.999054,1766377320.405455,0.511238,-47.329265,-88.655063,-41.325798,-47.760547,-0.431282
319.099115,1766377320.505516,0.564565,-47.391791,-88.593056,-41.201265,-47.698541,-0.306749
319.199331,1766377320.605731,0.600805,-48.216046,-89.435783,-41.219738,-48.541267,-0.325222
319.299493,1766377320.705893,0.531695,-48.560921,-89.743486,-41.182565,-48.848970,-0.288049
319.399165,1766377320.805565,0.694877,-48.368633,-89.636781,-41.268148,-48.742265,-0.373632
319.499477,1766377320.905877,0.683078,-47.529987,-88.953131,-41.423144,-48.058615,-0.528628
319.599281,1766377321.005682,0.617443,-46.994119,-88.412721,-41.418602,-47.518206,-0.524086
319.699315,1766377321.105716,0.637993,-47.115686,-88.512321,-41.396635,-47.617805,-0.502119
319.799161,1766377321.205561,0.560984,-47.786026,-89.161910,-41.375884,-48.267394,-0.481368
319.901494,1766377321.307894,0.663728,-47.872232,-89.147163,-41.274931,-48.252647,-0.380415
319.999208,1766377321.405608,0.840132,-47.488935,-88.861269,-41.372334,-47.966753,-0.477818
320.100398,1766377321.506798,0.680051,-46.668257,-88.112839,-41.444582,-47.218323,-0.550066
320.206155,1766377321.612556,0.594369,-47.301905,-88.735007,-41.433103,-47.840492,-0.538587
320.299267,1766377321.705668,0.712696,-50.533581,-91.732206,-41.198625,-50.837690,-0.304109
320.400169,1766377321.806570,0.524280,-54.255215,-95.268342,-41.013127,-54.373826,-0.118612
322.799873,1766377324.206274,0.561510,-68.413125,-109.619921,-41.206796,-68.725406,-0.312280
322.901739,1766377324.308140,0.568754,-68.938474,-110.157525,-41.219051,-69.263009,-0.324535
322.999236,1766377324.405637,0.703754,-68.944625,-110.234922,-41.290297,-69.340406,-0.395781
323.099189,1766377324.505590,0.668027,-68.449584,-109.724534,-41.274950,-68.830018,-0.380434
323.200087,1766377324.606487,0.620358,-68.333857,-109.648450,-41.314593,-68.753935,-0.420078
323.303783,1766377324.710184,0.654683,-68.740759,-110.055508,-41.314749,-69.160992,-0.420234
323.399131,1766377324.805532,0.662791,-69.384507,-110.703324,-41.318817,-69.808808,-0.424302
323.499366,1766377324.905766,0.574971,-69.614195,-110.927014,-41.312819,-70.032498,-0.418303
323.599524,1766377325.005925,0.637631,-69.525962,-110.892070,-41.366108,-69.997554,-0.471592
323.705257,1766377325.111658,0.553006,-68.691609,-110.063065,-41.371456,-69.168549,-0.476940
323.799599,1766377325.205999,0.568756,-68.446216,-109.786164,-41.339948,-68.891648,-0.445432
323.999577,1766377325.405977,0.655147,-69.316512,-110.698758,-41.382246,-69.804242,-0.487730
324.104894,1766377325.511294,0.567892,-69.707535,-111.108780,-41.401245,-70.214265,-0.506729
324.199081,1766377325.605482,0.560425,-69.606825,-111.064538,-41.457713,-70.170022,-0.563197
324.299336,1766377325.705737,0.610000,-68.968361,-110.326310,-41.357949,-69.431794,-0.463433
324.399001,1766377325.805402,0.612505,-68.688449,-110.038851,-41.350402,-69.144335,-0.455886
324.499738,1766377325.906138,0.644502,-68.929852,-110.395976,-41.466124,-69.501460,-0.571608
324.600328,1766377326.006729,0.624145,-69.166484,-110.806217,-41.639733,-69.911701,-0.745217
324.700079,1766377326.106480,0.631585,-69.580762,-111.307705,-41.726942,-70.413189,-0.832426
324.799251,1766377326.205652,0.566726,-69.767539,-111.315020,-41.547480,-70.420504,-0.652965
324.999151,1766377326.405552,0.500246,-68.854485,-110.202098,-41.347613,-69.307582,-0.453097
325.100702,1766377326.507103,0.543520,-68.860142,-110.074405,-41.214263,-69.179889,-0.319747
325.299251,1766377326.705651,0.507801,-69.995887,-111.148391,-41.152504,-70.253875,-0.257988
325.399205,1766377326.805605,0.661875,-69.822437,-110.983521,-41.161084,-70.089005,-0.266568
325.499136,1766377326.905537,0.668314,-69.177062,-110.280465,-41.103403,-69.385950,-0.208887
325.599908,1766377327.006309,0.633922,-68.516585,-109.592969,-41.076384,-68.698453,-0.181868
325.699154,1766377327.105554,0.688555,-68.481559,-109.566755,-41.085196,-68.672239,-0.190680
325.799265,1766377327.205666,0.660247,-69.142881,-110.343052,-41.200170,-69.448536,-0.305654
325.899386,1766377327.305786,0.611152,-69.464839,-110.682349,-41.217510,-69.787833,-0.322994
325.999147,1766377327.405548,0.705561,-69.260489,-110.618036,-41.357547,-69.723520,-0.463031
326.100090,1766377327.506490,0.698832,-68.398332,-109.683114,-41.284782,-68.788598,-0.390266
326.200350,1766377327.606750,0.524284,-68.017074,-109.281935,-41.264860,-68.387419,-0.370345
327.100451,1766377328.506851,0.507051,-69.757261,-111.374122,-41.616861,-70.479606,-0.722345
327.207617,1766377328.614017,0.571244,-69.678427,-111.175914,-41.497486,-70.281398,-0.602971
327.299299,1766377328.705699,0.634293,-69.095343,-110.402814,-41.307471,-69.508298,-0.412955
327.401888,1766377328.808288,0.558821,-68.501069,-109.731247,-41.230178,-68.836731,-0.335662
327.600430,1766377329.006830,0.585256,-69.478244,-109.980362,-40.502118,-69.085846,0.392398
327.705635,1766377329.112035,0.569952,-69.879883,-110.189071,-40.309188,-69.294555,0.585328
327.799578,1766377329.205978,0.619777,-70.792993,-111.035054,-40.242061,-70.140538,0.652455
328.499391,1766377329.905792,0.618475,-67.417360,-108.819310,-41.401950,-67.924794,-0.507434
397.299190,1766377398.705591,0.512494,-69.601504,-111.260080,-41.658576,-70.365564,-0.764060
397.403304,1766377398.809704,0.532033,-70.130160,-111.785287,-41.655127,-70.890771,-0.760611
397.501330,1766377398.907730,0.636129,-70.289378,-112.088523,-41.799145,-71.194007,-0.904629
397.600017,1766377399.006417,0.559390,-70.240310,-112.041807,-41.801497,-71.147291,-0.906981
397.700267,1766377399.106668,0.587932,-69.603920,-111.321539,-41.717619,-70.427023,-0.823104
407.399055,1766377408.805455,0.500268,-73.300878,-114.760671,-41.459794,-73.866156,-0.565278
