t_rel,t,speed,yaw_target_deg,yaw_lidar_current_deg,err_current_deg,yaw_lidar_calib_deg,err_calib_deg
325.699154,1766377327.105554,0.688555,-63.022486,-68.903897,-5.881411,-66.159643,-3.137157
325.799265,1766377327.205666,0.660247,-55.540585,-69.642342,-14.101757,-66.898088,-11.357503
325.899386,1766377327.305786,0.611152,-51.369439,-69.977771,-18.608331,-67.233517,-15.864077
325.999147,1766377327.405548,0.705561,-51.518168,-69.855035,-18.336868,-67.110781,-15.592614
326.100090,1766377327.506490,0.698832,-62.199848,-68.884533,-6.684685,-66.140279,-3.940431
326.200350,1766377327.606750,0.524284,-64.897502,-68.484813,-3.587311,-65.740559,-0.843057
327.100451,1766377328.506851,0.507051,-170.249375,-70.313330,99.936045,-67.569076,102.680299
327.207617,1766377328.614017,0.571244,-167.643769,-70.220272,97.423497,-67.476018,100.167751
327.299299,1766377328.705699,0.634293,-154.756924,-69.574729,85.182196,-66.830475,87.926450
327.401888,1766377328.808288,0.558821,-150.304704,-68.917539,81.387165,-66.173285,84.131419
327.600430,1766377329.006830,0.585256,-163.848059,-69.428344,94.419715,-66.684090,97.163969
327.705635,1766377329.112035,0.569952,-175.791840,-69.716595,106.075245,-66.972341,108.819499
327.799578,1766377329.205978,0.619777,-162.405288,-70.512970,91.892317,-67.768716,94.636571
328.499391,1766377329.905792,0.618475,32.735226,-68.088248,-100.823474,-65.343994,-98.079220
397.299190,1766377398.705591,0.512494,-56.590181,-70.749871,-14.159690,-68.005617,-11.415436
397.403304,1766377398.809704,0.532033,-57.084540,-71.374898,-14.290358,-68.630644,-11.546104
397.501330,1766377398.907730,0.636129,-58.910180,-71.666656,-12.756476,-68.922402,-10.012222
397.600017,1766377399.006417,0.559390,-66.174506,-71.604960,-5.430454,-68.860706,-2.686200
397.700267,1766377399.106668,0.587932,-67.873665,-70.947191,-3.073525,-68.202936,-0.329271
407.399055,1766377408.805455,0.500268,-53.795502,-74.711649,-20.916147,-71.967395,-18.171893
